Date,Close
2010-01-04 00:00:00+05:30,5244.75
2010-01-11 00:00:00+05:30,5252.2001953125
2010-01-18 00:00:00+05:30,5036.0
2010-01-25 00:00:00+05:30,4882.0498046875
2010-02-01 00:00:00+05:30,4718.64990234375
2010-02-08 00:00:00+05:30,4826.85009765625
2010-02-15 00:00:00+05:30,4844.89990234375
2010-02-22 00:00:00+05:30,4922.2998046875
2010-03-01 00:00:00+05:30,5088.7001953125
2010-03-08 00:00:00+05:30,5137.0
2010-03-15 00:00:00+05:30,5262.7998046875
2010-03-22 00:00:00+05:30,5282.0
2010-03-29 00:00:00+05:30,5290.5
2010-04-05 00:00:00+05:30,5361.75
2010-04-12 00:00:00+05:30,5262.60009765625
2010-04-19 00:00:00+05:30,5304.10009765625
2010-04-26 00:00:00+05:30,5278.0
2010-05-03 00:00:00+05:30,5018.0498046875
2010-05-10 00:00:00+05:30,5093.5
2010-05-17 00:00:00+05:30,4931.14990234375
2010-05-24 00:00:00+05:30,5066.5498046875
2010-05-31 00:00:00+05:30,5135.5
2010-06-07 00:00:00+05:30,5119.35009765625
2010-06-14 00:00:00+05:30,5262.60009765625
2010-06-21 00:00:00+05:30,5269.0498046875
2010-06-28 00:00:00+05:30,5237.10009765625
2010-07-05 00:00:00+05:30,5352.4501953125
2010-07-12 00:00:00+05:30,5393.89990234375
2010-07-19 00:00:00+05:30,5449.10009765625
2010-07-26 00:00:00+05:30,5367.60009765625
2010-08-02 00:00:00+05:30,5439.25
2010-08-09 00:00:00+05:30,5452.10009765625
2010-08-16 00:00:00+05:30,5530.64990234375
2010-08-23 00:00:00+05:30,5408.7001953125
2010-08-30 00:00:00+05:30,5479.39990234375
2010-09-06 00:00:00+05:30,5640.0498046875
2010-09-13 00:00:00+05:30,5884.9501953125
2010-09-20 00:00:00+05:30,6018.2998046875
2010-09-27 00:00:00+05:30,6143.39990234375
2010-10-04 00:00:00+05:30,6103.4501953125
2010-10-11 00:00:00+05:30,6062.64990234375
2010-10-18 00:00:00+05:30,6066.0498046875
2010-10-25 00:00:00+05:30,6017.7001953125
2010-11-01 00:00:00+05:30,6312.4501953125
2010-11-08 00:00:00+05:30,6071.64990234375
2010-11-15 00:00:00+05:30,5890.2998046875
2010-11-22 00:00:00+05:30,5751.9501953125
2010-11-29 00:00:00+05:30,5992.7998046875
2010-12-06 00:00:00+05:30,5857.35009765625
2010-12-13 00:00:00+05:30,5948.75
2010-12-20 00:00:00+05:30,6011.60009765625
2010-12-27 00:00:00+05:30,6134.5
2011-01-03 00:00:00+05:30,5904.60009765625
2011-01-10 00:00:00+05:30,5654.5498046875
2011-01-17 00:00:00+05:30,5696.5
2011-01-24 00:00:00+05:30,5512.14990234375
2011-01-31 00:00:00+05:30,5395.75
2011-02-07 00:00:00+05:30,5310.0
2011-02-14 00:00:00+05:30,5458.9501953125
2011-02-21 00:00:00+05:30,5303.5498046875
2011-02-28 00:00:00+05:30,5538.75
2011-03-07 00:00:00+05:30,5445.4501953125
2011-03-14 00:00:00+05:30,5373.7001953125
2011-03-21 00:00:00+05:30,5654.25
2011-03-28 00:00:00+05:30,5826.0498046875
2011-04-04 00:00:00+05:30,5842.0
2011-04-11 00:00:00+05:30,5824.5498046875
2011-04-18 00:00:00+05:30,5884.7001953125
2011-04-25 00:00:00+05:30,5749.5
2011-05-02 00:00:00+05:30,5551.4501953125
2011-05-09 00:00:00+05:30,5544.75
2011-05-16 00:00:00+05:30,5486.35009765625
2011-05-23 00:00:00+05:30,5476.10009765625
2011-05-30 00:00:00+05:30,5516.75
2011-06-06 00:00:00+05:30,5485.7998046875
2011-06-13 00:00:00+05:30,5366.39990234375
2011-06-20 00:00:00+05:30,5471.25
2011-06-27 00:00:00+05:30,5627.2001953125
2011-07-04 00:00:00+05:30,5660.64990234375
2011-07-11 00:00:00+05:30,5581.10009765625
2011-07-18 00:00:00+05:30,5633.9501953125
2011-07-25 00:00:00+05:30,5482.0
2011-08-01 00:00:00+05:30,5211.25
2011-08-08 00:00:00+05:30,5072.9501953125
2011-08-15 00:00:00+05:30,4845.64990234375
2011-08-22 00:00:00+05:30,4747.7998046875
2011-08-29 00:00:00+05:30,5040.0
2011-09-05 00:00:00+05:30,5059.4501953125
2011-09-12 00:00:00+05:30,5084.25
2011-09-19 00:00:00+05:30,4867.75
2011-09-26 00:00:00+05:30,4943.25
2011-10-03 00:00:00+05:30,4888.0498046875
2011-10-10 00:00:00+05:30,5132.2998046875
2011-10-17 00:00:00+05:30,5049.9501953125
2011-10-24 00:00:00+05:30,5360.7001953125
2011-10-31 00:00:00+05:30,5284.2001953125
2011-11-07 00:00:00+05:30,5168.85009765625
2011-11-14 00:00:00+05:30,4905.7998046875
2011-11-21 00:00:00+05:30,4710.0498046875
2011-11-28 00:00:00+05:30,5050.14990234375
2011-12-05 00:00:00+05:30,4866.7001953125
2011-12-12 00:00:00+05:30,4651.60009765625
2011-12-19 00:00:00+05:30,4714.0
2011-12-26 00:00:00+05:30,4624.2998046875
2012-01-02 00:00:00+05:30,4754.10009765625
2012-01-09 00:00:00+05:30,4866.0
2012-01-16 00:00:00+05:30,5048.60009765625
2012-01-23 00:00:00+05:30,5204.7001953125
2012-01-30 00:00:00+05:30,5325.85009765625
2012-02-06 00:00:00+05:30,5381.60009765625
2012-02-13 00:00:00+05:30,5564.2998046875
2012-02-20 00:00:00+05:30,5429.2998046875
2012-02-27 00:00:00+05:30,5359.35009765625
2012-03-05 00:00:00+05:30,5333.5498046875
2012-03-12 00:00:00+05:30,5317.89990234375
2012-03-19 00:00:00+05:30,5278.2001953125
2012-03-26 00:00:00+05:30,5295.5498046875
2012-04-02 00:00:00+05:30,5322.89990234375
2012-04-09 00:00:00+05:30,5207.4501953125
2012-04-16 00:00:00+05:30,5290.85009765625
2012-04-23 00:00:00+05:30,5190.60009765625
2012-04-30 00:00:00+05:30,5086.85009765625
2012-05-07 00:00:00+05:30,4928.89990234375
2012-05-14 00:00:00+05:30,4891.4501953125
2012-05-21 00:00:00+05:30,4920.39990234375
2012-05-28 00:00:00+05:30,4841.60009765625
2012-06-04 00:00:00+05:30,5068.35009765625
2012-06-11 00:00:00+05:30,5139.0498046875
2012-06-18 00:00:00+05:30,5146.0498046875
2012-06-25 00:00:00+05:30,5278.89990234375
2012-07-02 00:00:00+05:30,5316.9501953125
2012-07-09 00:00:00+05:30,5227.25
